,,,,Day 0,,,,,,,day 3,,,,,,,,,,,,,,EOT,,,,,,,,,,,,,
15402-2,DNA-binding protein inhibitor ID-1,ID1,P41134,2335.528,6547.649724,0.370878438,0.188898652,2.096705729,1113.903571,490.6947309,2172.588,5406.446069,0.323675165,0.305021173,2.053041126,1.018097038,0.120926145,0.619630325,0.390365974,1.015765267,1058.229167,358.2233957,1.002295581,0.09136329,2521.018182,6797.491989,0.340999722,0.338860588,2.347961667,1.010248985,0.099180063,0.560981191,0.464880682,0.980329769,1073.705,366.5616026,1.030519542,0.11741453
15403-53,DNA-binding protein inhibitor ID-2,ID2,Q02363,1590.116,577.7029871,0.221735183,0.165761895,0.859200377,1850.692857,905.3430486,1577.336,454.5795093,0.074307485,0.096794801,0.850428606,1.031687645,0.202546812,0.523554787,0.258001468,0.955034806,1854.754167,575.6958536,1.080261828,0.300059452,1663.095455,530.6228257,0.189819682,0.248250989,0.81725998,1.128744691,0.294410053,0.862516354,0.49497659,1.018371856,2034.965,1094.198521,1.108381663,0.42458475
15404-3,Interferon alpha-21,IFNA21,P01568,510.444,438.9741651,0.339399108,0.080952178,0.388097613,1315.246429,4276.330458,529.748,523.0002624,0.346560125,0.274248017,0.326301644,1.01562601,0.093898588,0.416576411,0.278380233,1.021398123,1623.491667,5436.367639,0.994348812,0.081682861,544.0954545,562.1642509,0.365502208,0.26861222,0.269214913,1.000810155,0.090463101,0.440440779,0.206538703,0.975730889,2021.045,6925.483995,1.025703056,0.109337824
15405-23,Interferon alpha-4,IFNA4,P05014,554.14,137.0195227,0.308565463,0.152799249,0.93507702,592.6142857,128.9857902,562.932,136.1045355,0.505423641,0.355691245,0.958114176,1.029470813,0.152834706,0.588489697,0.306715686,1.023562714,587.5416667,114.743046,1.005772093,0.141957507,558.9727273,124.5513592,0.93856096,0.285477026,0.994347998,1.01952457,0.141248009,0.420630044,0.244290184,1.040538824,562.15,133.5440096,0.97980445,0.164809793
15412-40,Baculoviral IAP repeat-containing protein 7,BIRC7,Q96CA5,656.172,159.6096877,0.323011939,0.219152812,0.942882304,695.9214286,118.4922883,673.972,161.218633,0.604302452,0.405162755,0.96799708,1.035853129,0.088931322,0.320695314,0.359108065,1.024475369,696.2541667,130.4843924,1.011105938,0.077867731,677.3545455,167.5232704,0.940827908,0.444917219,1.004991981,1.025032087,0.084282644,0.83585345,0.386053649,1.005618516,673.99,114.5481074,1.019305105,0.088858292
15413-3,Phosphatidylcholine-sterol acyltransferase,LCAT,P04180,13158.832,6837.300456,0.627599965,0.496445987,0.939434392,14007.18571,5372.51697,12834.296,6771.632155,0.456234329,0.267623687,0.903802976,0.978202324,0.109976345,0.134678152,0.057351365,0.943190255,14200.325,5663.436019,1.037120898,0.149106434,13007.28636,6228.134703,0.969089057,0.311679966,0.993947679,1.012233592,0.171377496,0.797894563,0.386053649,0.98161657,13086.49,6577.878481,1.031190408,0.27529571
15414-316,L-lactate dehydrogenase A chain,LDHA,P00338,66247.096,22574.8789,0.245097909,0.049664949,1.138473815,58189.38929,26352.11103,65799.596,29593.91569,0.367309571,0.117023196,1.133627852,0.987389431,0.289372657,0.974805335,0.336256029,1.002496698,58043.38333,28817.72322,0.984930357,0.232650219,57638.02727,19789.90285,0.833270567,0.088932064,0.960354005,0.889363395,0.396813216,0.390975701,0.136644995,0.884400331,60017.48,44989.21739,1.005611785,0.445609348
15416-54,Lysozyme g-like protein 2,LYG2,Q86SG7,2630.2,963.0077437,0.037859479,0.003664414,0.823104177,3195.464286,923.2499937,2892.04,1112.615595,0.314058693,0.113139446,0.901999608,1.105921134,0.180731492,0.09534472,0.067467034,1.072081665,3206.254167,1003.118224,1.031564265,0.103544266,3113,1146.840491,0.730934636,0.464880682,0.964008392,1.146268956,0.173332859,0.643387086,0.106267819,1.03175877,3229.225,974.7349321,1.110985426,0.284623743
15417-3,Serpin B5,SERPINB5,P36952,591.648,163.1864654,0.227297215,0.184118799,0.916852201,645.3035714,148.4308845,615.008,167.8547871,0.314047239,0.206102091,0.925079094,1.052152101,0.150461175,0.71447146,0.232084997,1.012989695,664.8166667,167.6117604,1.038660221,0.09040262,619.9,164.0319426,0.902832955,0.386053649,1.009839377,1.05970301,0.159026658,0.344754381,0.285477026,1.042882958,613.86,146.8885033,1.016128418,0.128728483
15418-25,Mitogen-activated protein kinase 10,MAPK10,P53779,1730.836,1327.168623,0.0242759,0.02660642,1.642292949,1053.914286,456.759387,1940.984,2485.309667,0.255633847,0.251423447,1.462782211,1.05295792,0.529407638,0.053839491,0.013324787,0.74133492,1326.9125,722.4715071,1.420353866,0.713481301,2035.481818,1042.870489,0.05270152,0.025481926,1.388440689,1.470818685,0.888454626,0.740959959,0.425092523,1.057363572,1466.02,746.0985743,1.391024548,0.613607031
15419-15,Matrix metalloproteinase-20,MMP20,O60882,1305.772,421.9531211,0.628117515,0.269372055,0.964177637,1354.285714,257.4023861,1280.472,418.1501582,0.999553873,0.270930904,0.999955357,0.972378472,0.110870395,0.416279633,0.196077561,1.025420342,1280.529167,264.4437188,0.948273047,0.086884654,1270.754545,384.9807442,0.947740446,0.236454849,0.995007983,0.96697675,0.092170462,0.920172935,0.454884707,0.996576538,1277.13,207.2310187,0.970298531,0.113589605
15422-12,Myelin P2 protein,PMP2,P02689,224.176,74.54181259,0.121358876,0.058444741,0.352743417,635.5214286,1334.306226,230.692,78.43588424,0.131541387,0.166023246,0.30905218,1.024854381,0.063699412,0.920396059,0.471233794,1.002439535,746.45,1580.216577,1.022360297,0.10041647,245.2818182,75.64937443,0.167088155,0.366932713,0.32692691,1.081136063,0.109888727,0.881826892,0.415247547,1.006187141,750.265,1530.762216,1.074488054,0.162751335
15426-5,Sialidase-1,NEU1,Q99519,6742.868,2714.105767,0.980579688,0.22982516,1.002329584,6727.196429,1661.508223,6411.356,2851.684892,0.907485379,0.176185542,0.986714137,0.946862395,0.172507753,0.617660047,0.38247576,0.967819718,6497.683333,2180.832845,0.978345841,0.245678626,5999.645455,2256.02517,0.443934274,0.366927526,1.075857927,0.931255636,0.250019774,0.666488064,0.244290184,1.036795448,5576.615,1021.64666,0.898205753,0.231370188
15427-35,Lysyl oxidase homolog 3,LOXL3,P58215,10012.552,6695.705792,0.532528015,0.213925322,0.895614009,11179.53929,6530.317648,10451.844,8526.005755,0.546904287,0.151505003,0.88294881,1.132665996,0.459818982,0.854312798,0.430434902,1.017822104,11837.42917,7086.94956,1.112832971,0.229843404,17286.63636,11875.19513,0.145566158,0.088932064,1.39598279,1.794360631,1.158824544,0.09052739,0.054887676,1.387179573,12383.13,8915.923798,1.293531613,0.590959142
15430-165,Opticin,OPTC,Q9UBM4,7867.32,2666.195362,0.450358108,0.299578292,0.939084349,8377.65,2031.910243,7519.42,2463.296366,0.469791622,0.264347292,0.938366976,0.972045631,0.105286664,0.806299446,0.299513192,1.008994593,8013.304167,2179.159302,0.963380416,0.131503706,7154.436364,2177.031676,0.396248578,0.147977086,0.921124229,0.916408152,0.111108685,0.569669897,0.159921578,0.973942863,7767.07,2324.451783,0.940925989,0.15326064
15431-31,"Ornithine carbamoyltransferase, mitochondrial",OTC,P00480,5411.676,5127.927148,0.61139743,0.114550942,1.158332573,4671.953571,5190.241268,7483.46,6540.411058,0.182701421,0.063008364,1.424045505,1.659638797,0.913183328,0.609042981,0.219691076,1.105021649,5255.070833,4613.292358,1.501906138,1.149952477,8779.690909,9261.728879,0.953091429,0.338872912,1.023141634,1.547035375,0.970469002,0.111836412,0.221207516,0.570710461,8581.11,11659.04655,2.71071845,2.924387568
15432-1,Otoraplin,OTOR,Q9NRC9,1505.048,320.1714617,0.153908299,0.063830696,0.909787219,1654.285714,414.1972802,1487.596,361.331724,0.309527819,0.312066949,0.925222583,0.975998802,0.128027891,0.695564204,0.258001468,1.012740274,1607.825,435.3675069,0.963720736,0.076860153,1544.8,406.034713,0.914363846,0.376455285,1.00875675,1.019137764,0.175408804,0.777595691,0.444917219,1.012603654,1531.39,377.6050581,1.006452782,0.099378967
15433-4,Proto-oncogene tyrosine-protein kinase Src,SRC,P12931,3214.208,7335.903838,0.08341755,0.02946708,6.314307444,509.0357143,117.1133493,3591.7,8843.694085,0.119819459,0.248241246,5.329689558,1.054459473,1.229195741,0.376023627,0.000775104,0.770921185,673.9041667,602.1590117,1.367791539,1.146590688,3916.168182,8303.490626,0.075686904,0.298440207,7.391506893,1.194854895,1.268099934,0.726576073,0.142234683,1.093475606,529.82,140.3846309,1.092712895,0.360135519
15434-5,Prepronociceptin,PNOC,Q13519,862.852,322.8702391,0.959962091,0.370842724,0.995453519,866.7928571,217.0261866,797.632,286.6164137,0.667863137,0.363169349,0.960110741,0.947355924,0.099880961,0.486926494,0.278380233,0.977542939,830.7708333,238.1374891,0.9691195,0.110448838,813.1545455,275.1433804,0.829126276,0.285477026,0.978225148,0.960180912,0.118961833,0.676530855,0.26861222,0.981001056,831.255,251.8120201,0.978776634,0.15595321
15435-4,Purine nucleoside phosphorylase,PNP,P00491,6198.452,5780.455015,0.775576225,0.219152812,1.083530444,5720.607143,6120.47876,6163.696,6222.709351,0.973044664,0.226627352,0.990289177,1.62913694,2.336784593,0.600127516,0.109935855,0.802889436,6224.1375,5975.162019,2.029092508,2.781685185,4895.754545,3932.204565,0.727478149,0.395722274,1.081917969,1.289469999,1.298801509,0.597328916,0.386053649,0.850556439,4525.07,2680.859802,1.516031083,1.382676817
15436-40,Receptor activity-modifying protein 1,RAMP1,O60894,942.296,649.3196504,0.610570523,0.188898652,1.082334641,870.6142857,221.5285127,966.36,734.4948435,0.495572993,0.305025731,1.125353726,1.016373538,0.090032956,0.57150444,0.495887047,1.014167329,858.7166667,204.6814571,1.002175389,0.078516223,1016.013636,725.9001054,0.433586616,0.338872912,1.151055463,1.060133654,0.149685795,0.518218388,0.329705894,1.024288966,882.68,238.9850447,1.034994702,0.088935246
15437-11,Receptor activity-modifying protein 3,RAMP3,O60896,1420.984,346.7221558,0.118993694,0.036674713,0.911193831,1559.475,264.009488,1448.976,362.3850706,0.300190693,0.192150202,0.931927237,1.017321393,0.04927401,0.127308753,0.009114089,1.024600394,1554.816667,330.0226528,0.992895766,0.057079891,1407.272727,340.8874503,0.204857941,0.030311777,0.913543549,0.984198244,0.057085262,0.164199906,0.0810972,0.968708065,1540.455,312.6431472,1.015990554,0.08092575
15439-21,Rho-related GTP-binding protein RhoE,RND3,P61587,1114.156,418.2815273,0.768140375,0.344249871,0.974335392,1143.503571,258.919758,1085.108,383.9364478,0.784490963,0.294593766,0.976167686,0.995511667,0.084445202,0.644889597,0.374634038,1.010826971,1111.6,268.1316374,0.984848739,0.070812364,1100.272727,366.4347098,0.910905424,0.276981786,0.989462789,0.997373245,0.118895303,0.8763705,0.366932713,1.005599455,1111.99,290.1526631,0.991819596,0.105427727
15440-57,Neuroendocrine convertase 2,PCSK2,P16519,1544.492,420.8400931,0.297162642,0.184118799,0.932360623,1656.539286,324.703178,1545.412,407.4385179,0.534434423,0.416833837,0.957514225,1.005162713,0.064321627,0.302678708,0.14886992,1.019932258,1613.983333,341.9577748,0.985519093,0.063487046,1496.340909,383.7490037,0.334617775,0.024022605,0.929638144,0.971990053,0.071487588,0.309177088,0.110959917,0.979848872,1609.595,349.6610751,0.991979559,0.05020753
15441-6,Ganglioside GM2 activator,GM2A,P17900,1449.156,423.4583277,0.256598903,0.331227318,0.887817519,1632.267857,695.7394648,1514.288,421.8414644,0.509854641,0.496010644,0.932768823,1.075576718,0.214921845,0.227565859,0.10610913,1.073054504,1623.433333,669.7495015,1.0023505,0.190347065,1667.672727,563.7733468,0.76006395,0.348136362,1.038162271,1.159544231,0.272127983,0.125008432,0.049515221,1.114701576,1606.37,683.1861387,1.040228395,0.207442417
15444-45,Serpin B4,SERPINB4,P48594,1377.244,343.8075428,0.197008079,0.411875864,0.787893806,1748.007143,1414.489202,1742.632,1432.551457,0.624309378,0.203263406,1.102071379,1.283895765,1.037243462,0.199160854,0.336256029,1.291930437,1581.233333,698.1399565,0.993780878,0.189365321,1785.595455,1252.174754,0.741402383,0.386053649,0.910750904,1.314837254,0.904219001,0.545989717,0.302830006,1.118090937,1960.575,1957.250483,1.175966293,0.494825213
15446-25,"Neuregulin-1, sensory and motor neuron-derived factor isoform",NRG1,Q02297,4747.508,1451.560756,0.392716591,0.391208768,1.066473135,4451.596429,891.298371,4447.86,1441.147481,0.439632385,0.32635522,1.062695767,0.939789379,0.177053112,0.97871738,0.264707459,1.001742314,4185.45,777.7291795,0.938154819,0.232382326,3977.190909,2136.778246,0.657149975,0.311679966,1.060334004,0.860988877,0.356344784,0.995252883,0.338872912,0.999385278,3750.885,838.549592,0.861518471,0.182531271
15447-45,Sorbitol dehydrogenase,SORD,Q00796,33029.956,25186.52628,0.70534445,0.198685101,1.092833635,30224.13929,27504.1229,34754.32,16528.81278,0.467901131,0.063008364,1.150913752,1.278930023,0.607256405,0.294947925,0.113860619,1.174011554,30197.15417,25045.93473,1.089367493,0.606329116,25564.11818,18611.60619,0.263284323,0.185649441,0.727900128,0.889156507,0.504402582,0.07803108,0.120785237,0.65468789,35120.365,31959.62286,1.358138007,1.0081167
15448-47,Sequestosome-1,SQSTM1,Q13501,6046.632,3035.598861,0.299457421,0.188898652,0.871499108,6938.196429,3026.283751,6007.684,3291.048065,0.371646468,0.197662543,0.876215507,0.993044423,0.182748863,0.516284073,0.196077561,0.960496491,6856.4,3159.485276,1.03388657,0.237014865,5812.945455,3064.134067,0.425413668,0.228759868,0.870355812,0.968890811,0.218363145,0.42919322,0.178988343,0.941091904,6678.815,3665.652032,1.029538993,0.257416201
15449-33,T-cell immunoglobulin and mucin domain-containing protein 4,TIMD4,Q96H15,776.688,239.0913187,0.601461242,0.107800491,1.056384718,735.2321429,321.8822623,736.628,220.7959828,0.782562961,0.363165998,0.972077264,0.96751946,0.16719435,0.309667608,0.321344586,0.935109591,757.7875,294.5909244,1.034658899,0.264367729,796.3318182,245.1177646,0.915717602,0.26861222,1.011426925,0.995966599,0.293730908,0.487682563,0.376455285,0.914475026,787.335,284.8233949,1.089112956,0.505744869
15452-5,5'-Nucleotidase,NT5E,P21589,15494.084,5339.318333,0.351375133,0.257737704,1.091691976,14192.725,4419.348307,13018.192,4442.957292,0.973002916,0.393580127,0.996715779,0.862041609,0.177682103,0.261421743,0.213639453,0.912680585,13061.0875,4200.309965,0.944516213,0.29793362,11842.23182,4693.528789,0.51920384,0.49497659,1.077950716,0.768543856,0.280171124,0.450694101,0.131207409,0.916564796,10985.875,3605.57724,0.838504664,0.298616727
15453-3,Alpha-1-microglobulin,AMBP,P02760,105940.48,21821.03029,0.315081062,0.257737704,0.94583073,112007.8643,20719.7423,113292.052,22007.31317,0.759651003,0.409045885,1.016114326,1.077142145,0.185291044,0.276004385,0.14886992,1.05744599,111495.3792,17878.97962,1.018626157,0.174528749,114711.2182,22958.87092,0.935150809,0.415247547,1.005123334,1.141448865,0.221279798,0.04319483,0.014686543,1.131981979,114126.51,22179.77056,1.008363106,0.18118026
15455-40,Disintegrin and metalloproteinase domain-containing protein 15:Extracellular domain,ADAM15,Q13444,3963.192,1172.625101,0.208620963,0.161364208,0.844517085,4692.85,2690.330723,4122.604,1324.787111,0.536449992,0.176185542,0.947613413,1.033749673,0.131180965,0.914837643,0.366843823,0.996408114,4350.5125,1182.456932,1.03747617,0.101965566,4103.990909,1192.33608,0.360515048,0.115798585,0.917181072,1.035483823,0.156717925,0.834382323,0.43498444,0.986441419,4474.57,1326.75664,1.049716489,0.253674373
15457-14,Aminopeptidase N,ANPEP,P15144,57612.012,30404.21377,0.158343237,0.07574305,0.830806576,69344.675,27767.84727,57911.104,31012.20439,0.122205963,0.03836357,0.803027123,1.002018185,0.218025972,0.332829192,0.130555081,0.945319409,72116,30847.55042,1.059978432,0.181848644,59235.43636,31881.86161,0.565568733,0.244290184,0.912185121,1.040844202,0.335883199,0.996143096,0.276981786,1.000428762,64937.955,30343.88981,1.040398119,0.240030975
15460-9,Dipeptidyl peptidase 4,DPP4,P27487,2372.36,625.1577356,0.557842441,0.370842724,0.962290976,2465.325,479.159812,2364.98,591.2018268,0.728928007,0.385908119,0.977562377,1.003902481,0.098919467,0.465770747,0.174072312,1.018798588,2419.2625,471.6328337,0.985378752,0.06910075,2300.15,533.1970348,0.795394814,0.395722274,0.982153723,0.970825974,0.088179196,0.824484195,0.415247547,0.9936722,2341.945,479.3881647,0.977008287,0.086805669
15462-28,T-cell surface glycoprotein CD8 alpha chain,CD8A,P01732,18288.256,6941.682369,0.913267013,0.337714307,1.013830263,18038.775,9274.033309,18631.82,10373.64558,0.48733821,0.488033527,1.101382949,1.04841736,0.407467505,0.946200055,0.495887047,1.007519323,16916.75,5866.3464,1.040592807,0.373943542,19311.97273,8763.376713,0.27901119,0.221207516,1.152194523,1.081108636,0.327908295,0.246404131,0.206538703,1.118412084,16761.035,5736.508199,0.966646061,0.287398551
15465-79,Protein canopy homolog 4,CNPY4,Q8N129,7041.892,3958.048488,0.063857916,0.066088584,1.298520761,5423.010714,1168.787001,7461.008,6463.750633,0.225340362,0.496010644,1.292883186,1.165539459,1.133034939,0.842214574,0.034012646,1.045503745,5770.829167,1626.711379,1.114811367,0.428655229,7224.109091,3839.801341,0.029156053,0.020059515,1.399093835,1.19399518,0.831566858,0.185911605,0.185649441,1.27003972,5163.42,1354.972637,0.940124282,0.182724386
15466-30,Collagen alpha-1(IX) chain,COL9A1,P20849,234.032,54.72186927,0.186319055,0.075734803,0.907817076,257.7964286,71.57759267,235.096,58.92197879,0.381837881,0.277595325,0.909916948,0.9978762,0.081042357,0.705666692,0.292388361,0.990068514,258.3708333,112.029425,1.007886005,0.09686091,259.6181818,99.11893515,0.857947925,0.484932955,0.977422893,1.0923869,0.338711497,0.412110842,0.320640056,1.063786912,265.615,110.246652,1.026885072,0.116491942
15467-10,Collagen triple helix repeat-containing protein 1,CTHRC1,Q96CG8,27475.124,8587.985478,0.452134724,0.174787403,0.937482029,29307.36071,8653.998165,29064.88,8991.557692,0.770812907,0.456204687,0.972968911,1.064337241,0.205874149,0.783039847,0.328766232,0.981694042,29872.3625,9857.592148,1.084184272,0.274959378,34026.26818,13848.89662,0.268350571,0.26861222,1.145386769,1.283260555,0.532771739,0.467544417,0.228759868,1.092827382,29707.23,10368.30643,1.174257322,0.403190011
15468-14,Complement factor H-related protein 1,CFHR1,Q03591,30338.752,8213.778117,0.002111042,0.001789028,0.788034299,38499.27857,9767.329139,34618.744,10655.86299,0.13124637,0.082264439,0.857230791,1.175059611,0.305980094,0.262365265,0.113860619,1.094799666,40384.39167,14624.54857,1.073310166,0.302165385,39206.16818,12984.9937,0.309451004,0.172479671,0.904592778,1.408772681,0.622837501,0.087133586,0.057741485,1.228103593,43341.235,12408.72456,1.147112255,0.251295527
15470-11,Beta-hexosaminidase subunit beta,HEXB,P07686,3290.56,2320.415845,0.168347586,0.257737704,1.285265623,2560.217857,1098.055805,2795.14,1866.316228,0.298550649,0.232695092,1.202266772,0.926280911,0.149222187,0.410361158,0.168826268,0.952571741,2324.891667,1115.95138,0.972400157,0.220057431,2542.781818,1576.37686,0.235017627,0.302830006,1.223070453,0.804776827,0.338554022,0.3851186,0.142234683,0.895033675,2079.015,731.6392453,0.899158154,0.340193118
15471-29,Pancreatic lipase-related protein 2,PNLIPRP2,P54317,1638.196,1094.42077,0.21993756,0.12894214,1.252057114,1308.403571,738.4808091,1458.808,849.0543459,0.408941618,0.140064956,1.141473587,0.955511942,0.204554587,0.547105447,0.48766289,0.964768978,1278.004167,625.2055405,0.99040492,0.185070937,1485.877273,772.2738992,0.539698058,0.067006052,1.134707878,1.027489446,0.358933152,0.927479253,0.252263373,1.009003478,1309.48,1001.07907,1.018321015,0.271561578
15472-16,Low-density lipoprotein receptor-related protein 11,LRP11,Q86VZ4,3695.732,1378.803441,0.827970341,0.432793924,1.020764346,3620.553571,1026.915308,3673.4,1193.689198,0.60753371,0.432505068,1.049243073,1.033038715,0.214943035,0.444470871,0.366843823,1.046257878,3501,1091.449949,0.987365292,0.185524926,3739.604545,972.3421244,0.146659004,0.040032457,1.14944329,1.071758059,0.231786757,0.072960176,0.03587681,1.132963054,3253.405,1091.268197,0.945977942,0.200035076
15474-7,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,Q13526,9030.688,7591.049503,0.794932373,0.188898652,1.06860169,8450.939286,8252.784772,8763.7,7120.060582,0.647498879,0.284338849,1.103529183,1.368405445,1.430842456,0.636643397,0.153704743,0.86416732,7941.520833,4974.288386,1.583495942,1.629961074,7269.331818,4814.85571,0.738222732,0.454884707,1.066763494,1.173988829,1.004660957,0.698510117,0.464880682,0.900172097,6814.38,3706.117568,1.304182648,1.096230042
15475-4,Phospholipid transfer protein,PLTP,P55058,12089.38,4324.99561,0.187933544,0.05741602,0.892430744,13546.575,3320.129364,11950.54,3349.719057,0.079445443,0.032156775,0.872255765,1.046416607,0.18581759,0.217727951,0.190423909,1.058375555,13700.72917,3341.491118,0.988700657,0.119563383,12706.65,3324.402226,0.299610477,0.131207409,0.923261199,1.095988313,0.333073913,0.996142859,0.454884707,0.999610151,13762.79,3031.609989,1.09641575,0.214788139
15476-6,Regenerating islet-derived protein 3-gamma,REG3G,Q6UW15,4518.384,3115.215601,0.191294331,0.287314035,0.659379859,6852.475,8480.233859,4944.48,3324.838256,0.393515316,0.424654565,0.721477397,1.144610277,0.499751408,0.958932285,0.158642395,0.990819936,6853.270833,10047.83862,1.155215227,0.844259769,6899.509091,6831.390356,0.901817846,0.311679966,1.053412435,1.398042344,0.667148933,0.409770405,0.159921578,1.137400095,6549.675,10401.03206,1.22915617,0.61500206
15480-2,Vascular non-inflammatory molecule 2,VNN2,O95498,1771.948,668.0869375,0.094943278,0.10134141,0.807360185,2194.742857,1076.037024,1761.02,578.1337506,0.070535844,0.109348552,0.774305883,1.005460494,0.245482704,0.464433622,0.471233794,0.939907929,2274.320833,1189.377011,1.069743603,0.337784319,1891.709091,927.8011772,0.119071174,0.042252453,0.794370145,1.148210324,0.431434996,0.447785525,0.338872912,1.083692631,2381.395,1007.145862,1.059535048,0.292215571
15481-45,Antibacterial protein LL-37,CAMP,P49913,26512.328,10372.11487,0.078128666,0.031307185,0.818170078,32404.42143,12994.23134,27374.456,11401.11216,0.300804957,0.129238112,0.884289252,1.064822583,0.349796085,0.89884127,0.438549652,0.988659684,30956.45,12040.56843,1.077036518,0.295903877,38020.85,13840.21559,0.171416902,0.063797988,0.852874957,1.52699797,0.533801882,0.973231085,0.26861222,0.995424624,44579.63,15726.40823,1.534016672,0.749180608
15482-12,Alpha-2-macroglobulin-like protein 1,A2ML1,A8K2U0,2758.672,7125.650329,0.290569262,0.107800491,2.339174475,1179.335714,771.087258,3471.696,10396.20969,0.296938487,0.385908119,2.89332111,1.027309024,0.11227642,0.282575623,0.20183185,1.031660217,1199.9,960.8373193,0.995782339,0.081782174,3708.086364,10795.56719,0.298945029,0.244290184,3.117126026,1.018164904,0.131792857,0.889200472,0.357491324,1.006141772,1189.585,941.2683636,1.011949739,0.146968849
15483-377,Agrin,AGRN,O00468,7382.08,2314.927816,0.257381163,0.184118799,1.100643086,6707.060714,1822.763354,7061.676,2412.835572,0.477306512,0.32635522,1.068601665,0.977356617,0.231950489,0.664199732,0.38247576,0.967807264,6608.333333,1904.293954,1.009866999,0.271088988,7135.022727,2458.138713,0.155486529,0.142234683,1.148908858,0.979422349,0.297087344,0.684522995,0.425092523,1.032853049,6210.26,1498.378753,0.948268827,0.173119903
15486-126,Amiloride-sensitive amine oxidase [copper-containing],AOC1,P19801,5892.044,5084.132455,0.756248727,0.367478999,1.070598742,5503.503571,3560.634431,5950.004,5525.855045,0.823788953,0.156247645,0.95032996,1.209404523,1.109618106,0.676974953,0.34381139,0.905566012,6260.9875,3880.053864,1.335523315,0.921436538,5100.731818,2970.958377,0.214143547,0.199425692,0.767447995,1.217250163,0.685918665,0.816403625,0.26861222,0.964180162,6646.355,4503.630946,1.262471695,0.534314658
15487-164,Liver carboxylesterase 1,CES1,P23141,6656.004,1219.288834,0.985633294,0.269376147,1.001235706,6647.789286,1971.161016,6654.068,1414.553545,0.041462559,0.015777607,1.135177974,1.043458405,0.283536716,0.026592724,0.010749879,1.171768721,5861.695833,1168.068677,0.8904986,0.14015368,5527.859091,1469.611924,0.341363103,0.097316976,0.914011467,0.846182932,0.252679023,0.296311094,0.136644995,0.903673543,6047.91,1889.964304,0.936381217,0.283039092
15491-20,Endosialin,CD248,Q9HCU0,12130.036,5346.730072,0.668877785,0.235268574,0.954061711,12714.1,4187.93909,12627.548,5198.544116,0.942163605,0.378280478,0.99193212,1.06401615,0.287227255,0.740230594,0.398301604,1.025168561,12730.25417,4438.204536,1.037893855,0.241897486,13288.11364,4209.692193,0.707326217,0.311679966,1.042077898,1.190998542,0.37311553,0.475081051,0.185649441,1.072486203,12751.555,4711.303801,1.110502436,0.332937091
15492-1,Cysteine-rich motor neuron 1 protein:Extracellular domain,CRIM1,Q9NZV1,422.964,91.21623926,0.241194523,0.165761895,0.938720524,450.575,72.3736516,445.844,101.2184176,0.841174742,0.440382308,0.988074686,1.053507144,0.117183956,0.221376798,0.232084997,1.038771362,451.225,81.10370547,1.01418578,0.096876832,429.9136364,92.97837136,0.663650471,0.47489887,0.970142135,1.025072801,0.107496151,0.871853768,0.4054555,1.005965836,443.145,97.47433239,1.018993652,0.127136723
15494-11,Fibroblast growth factor-binding protein 1,FGFBP1,Q14512,10707.372,12503.03867,0.599624239,0.263524136,1.21116631,8840.546429,12700.63127,17641.712,26021.50592,0.645181447,0.496010644,1.198279983,2.02499958,1.728158186,0.387412724,0.390365974,0.736129752,14722.52917,16177.04988,2.750873164,3.579275532,18597.50909,23660.64325,0.250296582,0.192462212,1.562120812,5.898704313,15.19350969,0.407244226,0.213799849,1.965950125,11905.295,10603.74658,3.000434364,3.930861406
15495-9,Folate receptor gamma,FOLR3,P41439,1219.512,1821.950399,0.59058906,0.347532411,1.256992833,970.1821429,1407.888206,1177.76,1524.946135,0.562766386,0.440382308,1.265382463,1.295493855,1.548632625,0.365957448,0.414296538,1.299330938,930.7541667,1379.01589,0.997046878,0.105241796,1294.309091,1756.155362,0.984746517,0.464880682,0.992035787,1.298582621,0.998410868,0.275122773,0.16612397,1.241234903,1304.7,1658.97274,1.046202148,0.262077114
15497-9,Heparan sulfate glucosamine 3-O-sulfotransferase 1,HS3ST1,O14792,1461.632,257.284858,0.256413164,0.246365849,0.950615212,1537.564286,208.3693565,1493.492,284.5192716,0.605032353,0.456204687,0.973733398,1.01900472,0.057770251,0.054117697,0.046429874,1.032144906,1533.779167,245.1427186,0.987269049,0.050868221,1413.545455,233.7325098,0.386229136,0.236454849,0.956711114,0.972749155,0.072897672,0.593851936,0.213799849,0.98800354,1477.505,227.6706469,0.984560394,0.066062348
15499-11,Attractin,ATRN,O75882,1197.244,214.8924849,0.949055709,0.364130538,1.002959918,1193.710714,172.398157,1170.444,188.0683112,0.918288434,0.488033527,1.005330957,0.992934867,0.130495582,0.693224694,0.336256029,1.014542401,1164.2375,222.1399593,0.978702187,0.111927008,1182.75,240.497552,0.474191924,0.285477026,1.041781356,0.978945981,0.139726772,0.963443258,0.454884707,0.998035075,1135.315,171.7157951,0.980873323,0.12456108
15503-15,Left-right determination factor 2,LEFTY2,O00292,12101.564,4117.797806,0.07831104,0.0381282,0.855013006,14153.66071,4014.630682,12309.5,4288.558693,0.647060044,0.146859056,0.960605885,1.026468807,0.250237138,0.549786134,0.232084997,1.049402784,12814.30833,3154.809108,0.978145688,0.292014454,10882.35,3558.778955,0.317602937,0.052146514,0.911578781,0.99190501,0.298271466,0.668170088,0.236454849,1.04672331,11937.915,3034.627953,0.947628662,0.345045838
